"track_id"	"track_name"	"track_artist"	"track_popularity"	"track_album_id"	"track_album_name"	"track_album_release_date"	"playlist_name"	"playlist_id"	"playlist_genre"	"playlist_subgenre"	"danceability"	"mean_danceability"	"energy"	"key"	"loudness_db"	"mode"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo_bpm"	"duration_ms"
NA	"Play Hard (feat. Ne-Yo & Akon) - New Edit"	"David Guetta"	66	NA	"Play Hard (feat. Ne-Yo & Akon) [New Edit]"	"2013-03-15"	"Electropop - Pop"	NA	"pop"	"electropop"	0.723	0.654	0.87	8	-3.013	"minor"	0.0435	0.035	0	0.656	0.678	129.952	208845
NA	"I Gotta Feeling"	"The Black Eyed Peas"	20	NA	"THE E.N.D. (THE ENERGY NEVER DIES) [International Version]"	"2009-01-01"	"Electropop - Pop"	NA	"pop"	"electropop"	0.743	0.654	0.766	0	-6.375	"major"	0.0265	0.0873	0	0.509	0.61	127.96	289133
NA	"Timber (feat. Ke$ha)"	"Pitbull"	76	NA	"Global Warming: Meltdown (Deluxe Version)"	"2012"	"Electropop - Pop"	NA	"pop"	"electropop"	0.581	0.654	0.963	11	-4.087	"major"	0.0981	0.0295	0	0.139	0.788	129.992	204160
NA	"Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix"	"Snoop Dogg"	3	NA	"Nothing but the Beat (Ultimate Edition)"	"2012-12-07"	"Electropop - Pop"	NA	"pop"	"electropop"	0.822	0.654	0.749	7	-5.563	"major"	0.0285	0.0697	0.000273	0.0732	0.707	130.005	196453
NA	"Little Bad Girl (feat. Taio Cruz & Ludacris)"	"David Guetta"	58	NA	"Nothing but the Beat (Ultimate Edition)"	"2012-12-07"	"Electropop - Pop"	NA	"pop"	"electropop"	0.668	0.654	0.829	11	-2.748	"minor"	0.0334	0.00572	0	0.358	0.648	127	192276
NA	"Treat You Better"	"Shawn Mendes"	11	NA	"Illuminate"	"04-20"	"Electropop - Pop"	NA	"pop"	"electropop"	0.748	0.654	0.819	10	-4.032	"minor"	0.198	0.13	0	0.111	0.792	110.645	187973
NA	"when u come around"	"Jay-C"	35	NA	"when u come around"	"2019-07-05"	"Electropop - Pop"	NA	"pop"	"electropop"	0.851	0.654	0.721	0	-6.678	"minor"	0.13	0.0598	2.89e-05	0.134	0.613	126.038	185729
NA	"Into Your Arms"	"Kxa"	37	NA	"Into Your Arms"	"2019-07-19"	"Electropop - Pop"	NA	"pop"	"electropop"	0.55	0.654	0.712	10	-7.553	"major"	0.0628	0.267	0	0.132	0.373	145.168	187103
NA	"Solo Dance"	"Martin Jensen"	61	NA	"Solo Dance"	"2016-11-04"	"Electropop - Pop"	NA	"pop"	"electropop"	0.746	0.654	0.846	9	-2.432	"major"	0.048	0.0485	0	0.195	0.403	114.955	174933
NA	"I Feel It Coming"	"The Weeknd"	80	NA	"Starboy"	"2016-11-25"	"Electropop - Pop"	NA	"pop"	"electropop"	0.773	0.654	0.819	0	-5.946	"minor"	0.118	0.426	0	0.0679	0.585	92.99	269187
NA	"By Your Side"	"Jonas Blue"	9	NA	"By Your Side"	"2016-10-28"	"Electropop - Pop"	NA	"pop"	"electropop"	0.696	0.654	0.743	6	-3.838	"major"	0.0331	0.0778	0	0.0581	0.644	122.978	201254
NA	"Shed a Light"	"Robin Schulz"	65	NA	"Shed A Light"	"2016-11-25"	"Electropop - Pop"	NA	"pop"	"electropop"	0.483	0.654	0.787	8	-5.244	"major"	0.102	0.112	0	0.257	0.58	122.058	191379
NA	"Counting Stars"	"OneRepublic"	16	NA	"Native"	"2013-01-01"	"Electropop - Pop"	NA	"pop"	"electropop"	0.662	0.654	0.71	1	-4.945	"minor"	0.0364	0.0603	7.73565853207838	0.119	0.465	121.979	257267
NA	"Mercy"	"Shawn Mendes"	9	NA	"Illuminate (Deluxe)"	"04-20"	"Electropop - Pop"	NA	"pop"	"electropop"	0.561	0.654	0.674	4	-4.882	"minor"	0.0818	0.118	0	0.111	0.383	148.127	208733
NA	"Bad (feat. Vassy) - Radio Edit"	"David Guetta"	48	NA	"Listen Again"	"2015-11-27"	"Electropop - Pop"	NA	"pop"	"electropop"	0.614	0.654	0.972	5	-3.927	"minor"	0.088	0.00125	0.0186	0.328	0.411	127.966	170625
NA	"Bottles"	"Jacala"	39	NA	"Bottles"	"2019-08-23"	"Electropop"	NA	"pop"	"electropop"	0.847	0.636	0.89	1	-4.364	"minor"	0.125	0.0477	0.00506	0.134	0.714	118.989	155587
NA	"Cradles"	"Sub Urban"	78	NA	"Cradles"	"2019-01-04"	"Electropop"	NA	"pop"	"electropop"	0.534	0.636	0.589	1	-1.865	"major"	0.325	0.256	6.02e-05	0.176	0.632	78.616	209829
NA	"Tear in My Heart"	"Twenty One Pilots"	73	NA	"Blurryface"	"2015-05-15"	"Electropop"	NA	"pop"	"electropop"	0.655	0.636	0.632	2	-4.802	"major"	0.0489	0.0189	0	0.0722	0.447	120.113	188493
NA	"Congratulations"	"pewdiepie"	66	NA	"Congratulations"	"2019-03-31"	"Electropop"	NA	"pop"	"electropop"	0.7	0.636	0.795	5	-9.019	"minor"	0.151	0.16	0	0.354	0.696	136.018	248354
NA	"Right Now"	"Confetti"	53	NA	"Right Now"	"2018-07-20"	"Electropop"	NA	"pop"	"electropop"	0.644	0.636	0.905	6	-3.882	"minor"	0.057	0.0371	0	0.0817	0.862	157.976	153202
NA	"Panini"	"Lil Nas X"	13	NA	"Panini"	"2019-06-20"	"Electropop"	NA	"pop"	"electropop"	0.703	0.636	0.594	5	-6.146	"minor"	0.0752	0.342	0	0.123	0.475	153.848	114893
NA	"Way Down We Go"	"KALEO"	76	NA	"A/B"	"2016-06-10"	"Electropop"	NA	"pop"	"electropop"	0.489	0.636	0.505	10	-8.022	"minor"	0.117	0.579	0.000333	0.104	0.337	163.255	213707
NA	"High Hopes"	"Panic! At The Disco"	86	NA	"Pray for the Wicked"	"2018-06-22"	"Electropop"	NA	"pop"	"electropop"	0.579	0.636	0.904	5	-2.729	"major"	0.0618	0.193	0	0.064	0.681	82.014	190947
NA	"Old Town Road"	"Lil Nas X"	33	NA	"Old Town Road"	"2019-03-14"	"Electropop"	NA	"pop"	"electropop"	0.908	0.636	0.517	1	-6.063	"major"	0.129	0.0361	1.73e-06	0.0949	0.471	136.019	113013
NA	"Jackie Chan"	"Tiesto"	79	NA	"Jackie Chan"	"2018-05-18"	"Electropop"	NA	"pop"	"electropop"	0.747	0.636	0.834	3	-2.867	"minor"	0.045	0.374	0	0.0586	0.687	128.005	215760
NA	"Wassup (Listen To The Horns)"	"Timmy Trumpet"	32	NA	"Wassup (Listen To The Horns)"	"2019-01-11"	"Electropop"	NA	"pop"	"electropop"	0.649	0.636	0.889	0	-2.959	"major"	0.132	0.0177	1.1e-05	0.0907	0.299	123.99	168856
NA	"Too Close"	"Prismo"	60	NA	"Too Close"	"10-16"	"Electropop"	NA	"pop"	"electropop"	0.663	0.636	0.786	7	-6.177	"major"	0.0458	0.000514	0.000192	0.0892	0.528	140.076	201862
NA	"Get You The Moon (feat. Snow)"	"Kina"	86	NA	"Get You The Moon (feat. Snow)"	"2018-10-08"	"Electropop"	NA	"pop"	"electropop"	0.498	0.636	0.235	1	-16.541	"minor"	0.188	0.72	0	0.144	0.0895	118.917	179080
NA	"Fire Blazing"	"Dropgun"	60	NA	"Fire Blazing"	"2018-08-24"	"Electropop"	NA	"pop"	"electropop"	0.557	0.636	0.876	2	-3.014	"minor"	0.0368	0.00928	0.00416	0.298	0.368	140.012	140571
NA	"Rob A Bank"	"Confetti"	54	NA	"Rob A Bank"	"2019-09-06"	"Electropop"	NA	"pop"	"electropop"	0.652	0.636	0.81	4	-4.05	"major"	0.285	0.00689	5.96697156301234	0.106	0.541	76.026	173684
NA	"People Suck"	"Confetti"	40	NA	"People Suck"	"2018-02-21"	"Electropop"	NA	"pop"	"electropop"	0.766	0.636	0.693	0	-4.739	"major"	0.08	0.0427	0	0.137	0.714	90.024	248000
NA	"Ghost"	"Confetti"	59	NA	"Ghost"	"2019-10-18"	"Electropop"	NA	"pop"	"electropop"	0.766	0.636	0.673	5	-5.066	"minor"	0.239	0.00292	0.000652	0.485	0.708	84.935	169413
NA	"You?"	"Two Feet"	61	NA	"You?"	"2019-10-11"	"Electropop"	NA	"pop"	"electropop"	0.577	0.636	0.833	8	-5.911	"major"	0.0532	0.334	0.047	0.0627	0.166	104.957	168613
NA	"Cradles"	"Besomorph"	52	NA	"Cradles"	"2019-10-25"	"Electropop"	NA	"pop"	"electropop"	0.521	0.636	0.637	1	-8.349	"major"	0.21	0.346	2.73e-05	0.113	0.433	80.023	138000
NA	"make daddy proud"	"blackbear"	62	NA	"digital druglord"	"04-21"	"Electropop"	NA	"pop"	"electropop"	0.818	0.636	0.497	4	-7.249	"minor"	0.0502	0.162	0	0.0645	0.814	102.042	208235
NA	"Mine All Day"	"pewdiepie"	64	NA	"Mine All Day"	"2019-10-23"	"Electropop"	NA	"pop"	"electropop"	0.62	0.636	0.682	8	-7.688	"major"	0.353	0.099	0	0.132	0.706	145.386	250898
NA	"do re mi"	"blackbear"	79	NA	"digital druglord"	"04-21"	"Electropop"	NA	"pop"	"electropop"	0.745	0.636	0.593	8	-6.35	"major"	0.0526	0.00522	5.25e-06	0.123	0.17	111.002	212027
NA	"hot girl bummer"	"blackbear"	94	NA	"hot girl bummer"	"2019-08-23"	"Electropop"	NA	"pop"	"electropop"	0.778	0.636	0.559	6	-7.109	"minor"	0.0776	0.128	0	0.399	0.678	129.989	185093
NA	"Dear God"	"Confetti"	55	NA	"Dear God"	"2018-09-28"	"Electropop"	NA	"pop"	"electropop"	0.639	0.636	0.796	11	-4.26	"minor"	0.172	0.0638	0	0.0902	0.457	94.189	202258
NA	"Tongue Tied (with YUNGBLUD & blackbear)"	"Marshmello"	78	NA	"Tongue Tied (with YUNGBLUD & blackbear)"	"2019-11-13"	"Electropop"	NA	"pop"	"electropop"	0.628	0.636	0.821	1	-2.721	"minor"	0.0525	0.0208	0	0.426	0.465	93.001	186024
NA	"Candy"	"Doja Cat"	85	NA	"Amala"	"2018-03-30"	"Electropop"	NA	"pop"	"electropop"	0.689	0.636	0.516	8	-5.857	"major"	0.0444	0.513	0	0.163	0.209	124.876	190920
NA	"Walls Could Talk"	"Halsey"	74	NA	"hopeless fountain kingdom (Deluxe)"	"06-02"	"Electropop"	NA	"pop"	"electropop"	0.626	0.636	0.423	1	-6.035	"major"	0.0513	0.128	0	0.18	0.571	95.162	101790
NA	"Run Wild"	"Thutmose"	54	NA	"Run Wild - EP"	"2018-08-08"	"Electropop"	NA	"pop"	"electropop"	0.582	0.636	0.962	11	-2.956	"major"	0.132	0.011	0	0.628	0.576	76.014	159474
NA	"Revolution - Remix"	"Sean&Bobo"	50	NA	"Revolution (Remix)"	"2018-02-17"	"Electropop"	NA	"pop"	"electropop"	0.669	0.636	0.392	0	-5.581	"minor"	0.0361	0.0668	0.25	0.159	0.0595	148.064	235154
NA	"GIANTS"	"True Damage"	77	NA	"GIANTS"	"2019-11-10"	"Electropop"	NA	"pop"	"electropop"	0.642	0.636	0.683	1	-5.386	"major"	0.262	0.0834	0	0.155	0.584	154.881	191720
NA	"Devil Eyes"	"Hippie Sabotage"	81	NA	"Providence"	"2016-02-05"	"Electropop"	NA	"pop"	"electropop"	0.391	0.636	0.396	1	-8.621	"minor"	0.189	0.702	0.405	0.315	0.199	99.112	131272
NA	"Middle Finger"	"Bohnes"	66	NA	"Middle Finger - Single"	"2015-12-14"	"Electropop"	NA	"pop"	"electropop"	0.685	0.636	0.656	1	-6.013	"minor"	0.0383	0.437	7.2540174665628	0.347	0.392	128.003	229986
NA	"Blood // Water"	"grandson"	73	NA	"Blood // Water"	"2018-05-04"	"Electropop"	NA	"pop"	"electropop"	0.51	0.636	0.882	8	-5.659	"minor"	0.159	0.00158	0.00206	0.0764	0.653	154.029	216721
NA	"Stronger"	"Prismo"	60	NA	"Stronger"	"12-09"	"Electropop"	NA	"pop"	"electropop"	0.623	0.636	0.783	9	-7.042	"minor"	0.0885	0.0106	8.53e-05	0.0944	0.426	140.013	212576
NA	"Morph"	"Twenty One Pilots"	70	NA	"Trench"	"2018-10-05"	"Electropop"	NA	"pop"	"electropop"	0.734	0.636	0.607	8	-7.249	"minor"	0.0806	0.0747	0.000577	0.0968	0.518	90.023	258853
NA	"GRRRLS"	"AViVA"	68	NA	"GRRRLS"	"10-13"	"Electropop"	NA	"pop"	"electropop"	0.549	0.636	0.656	3	-6.515	"major"	0.0438	0.0351	1.19e-06	0.129	0.594	180.043	228904
NA	"Crocodile Tears"	"Unlike Pluto"	45	NA	"Crocodile Tears"	"2019-09-18"	"Electropop"	NA	"pop"	"electropop"	0.662	0.636	0.587	9	-8.006	"minor"	0.349	0.159	0	0.337	0.503	169.088	168639
NA	"On My Mind"	"Nexy"	37	NA	"On My Mind"	"2019-11-20"	"Electropop"	NA	"pop"	"electropop"	0.587	0.636	0.822	4	-3.808	"minor"	0.215	0.33	2.19e-05	0.331	0.628	160.072	147000
NA	"goodbye"	"updog"	46	NA	"goodbye"	"2019-08-02"	"Electropop"	NA	"pop"	"electropop"	0.591	0.636	0.779	8	-7.372	"major"	0.0576	0.0961	0.184	0.0868	0.36	145.027	178759
NA	"tired of my life"	"updog"	40	NA	"tired of my life"	"2019-09-18"	"Electropop"	NA	"pop"	"electropop"	0.348	0.636	0.478	11	-8.69	"minor"	0.107	0.144	2.17e-05	0.646	0.358	174.973	132414
NA	"Ghosts"	"Jacob Tillberg"	58	NA	"Ghosts"	"2016-02-05"	"Electropop"	NA	"pop"	"electropop"	0.719	0.636	0.809	6	-4.679	"major"	0.182	0.286	0	0.081	0.238	125.072	215050
NA	"Riptide"	"Unlike Pluto"	57	NA	"Pluto Tapes: Volume 2"	"2019-04-26"	"Electropop"	NA	"pop"	"electropop"	0.585	0.636	0.685	1	-6.49	"minor"	0.0502	0.388	7.65016917460598	0.11	0.46	145.983	193973
NA	"Hot"	"Confetti"	51	NA	"Hot"	"2019-11-22"	"Electropop"	NA	"pop"	"electropop"	0.607	0.636	0.908	7	-3.883	"major"	0.107	0.00297	1.61e-06	0.12	0.664	168.015	150714
NA	"Thief"	"Ansel Elgort"	68	NA	"Thief"	"01-27"	"Electropop"	NA	"pop"	"electropop"	0.592	0.636	0.741	1	-3.792	"minor"	0.0842	0.0251	0	0.111	0.379	180.038	220680
NA	"Pull Up"	"MEMBA"	49	NA	"Pull Up"	"04-10"	"Electropop"	NA	"pop"	"electropop"	0.737	0.636	0.805	7	-6.106	"minor"	0.213	0.122	0.000148	0.259	0.672	89.006	216698
NA	"Wing$"	"Macklemore & Ryan Lewis"	63	NA	"The Heist"	"2012-10-10"	"Electropop"	NA	"pop"	"electropop"	0.399	0.636	0.599	3	-6.987	"major"	0.204	0.362	0	0.188	0.0911	73.051	299600
NA	"Supposed to Be"	"Sangarang"	38	NA	"Supposed to Be"	"2019-10-25"	"Electropop"	NA	"pop"	"electropop"	0.715	0.636	0.773	9	-5.629	"minor"	0.295	0.0742	0	0.078	0.488	89.881	137484
NA	"Chanel"	"Frank Ocean"	82	NA	"Chanel"	"03-10"	"Electropop"	NA	"pop"	"electropop"	0.776	0.636	0.503	0	-5.732	"minor"	0.237	0.874	9.39739495541435	0.112	0.473	110.134	210285
NA	"BOOM"	"X Ambassadors"	62	NA	"ORION"	"2019-06-14"	"Electropop"	NA	"pop"	"electropop"	0.732	0.636	0.594	11	-5.911	"minor"	0.0693	0.00805	0.0301	0.0802	0.676	107.996	164587
NA	"The Other Side Of Paradise"	"Glass Animals"	68	NA	"How To Be A Human Being"	"2016-08-26"	"Electropop"	NA	"pop"	"electropop"	0.689	0.636	0.338	11	-7.634	"minor"	0.0629	0.349	5.7e-05	0.0649	0.568	128.012	320654
NA	"yes & no"	"XYLO"	61	NA	"yes & no"	"2019-05-31"	"Electropop"	NA	"pop"	"electropop"	0.835	0.636	0.505	8	-5.834	"minor"	0.168	0.286	0.00219	0.198	0.665	118.021	178983
NA	"Rock Bottom"	"grandson"	61	NA	"Rock Bottom"	"2019-08-16"	"Electropop"	NA	"pop"	"electropop"	0.517	0.636	0.702	0	-6.842	"major"	0.0424	0.000232	0.00165	0.204	0.244	176.088	219207
NA	"Movements"	"Pham"	67	NA	"Movements - Single"	"2015-03-18"	"Electropop"	NA	"pop"	"electropop"	0.824	0.636	0.538	6	-7.972	"major"	0.269	0.26	3.45e-05	0.13	0.352	110.879	208671
NA	"like that"	"Bea Miller"	73	NA	"aurora"	"2018-02-23"	"Electropop"	NA	"pop"	"electropop"	0.573	0.636	0.441	6	-5.799	"minor"	0.0758	0.186	0	0.61	0.389	61.657	185547
NA	"Everyday"	"A$AP Rocky"	74	NA	"AT.LONG.LAST.A$AP"	"2015-05-26"	"Electropop"	NA	"pop"	"electropop"	0.394	0.636	0.661	4	-8.684	"major"	0.193	0.0101	0	0.343	0.335	149.822	260987
NA	"I"	"Lil Skies"	81	NA	"Shelby"	"2019-03-01"	"Electropop"	NA	"pop"	"electropop"	0.649	0.636	0.453	6	-7.28	"major"	0.085	0.627	0	0.116	0.431	99.183	181891
NA	"so sad"	"Mike Vallas"	43	NA	"so sad"	"2019-11-01"	"Electropop"	NA	"pop"	"electropop"	0.401	0.636	0.308	6	-12.464	"major"	0.117	0.389	0.0057	0.143	0.205	147.314	169079
NA	"The Wall"	"Alok"	65	NA	"The Wall"	"2019-06-28"	"Electropop"	NA	"pop"	"electropop"	0.682	0.636	0.91	11	-2.314	"major"	0.0431	0.00953	0.0673	0.0732	0.536	122.943	159500
NA	"i wanna be your girlfriend"	"girl in red"	74	NA	"i wanna be your girlfriend"	"2018-03-02"	"Electropop"	NA	"pop"	"electropop"	0.54	0.636	0.381	7	-14.323	"major"	0.0347	0.0217	0.000687	0.305	0.343	155.882	204991
NA	"Are We Cool?"	"Mike Vallas"	37	NA	"Are We Cool?"	"2019-10-15"	"Electropop"	NA	"pop"	"electropop"	0.498	0.636	0.493	6	-8.428	"major"	0.0385	0.168	2.39e-06	0.215	0.293	180.066	188187
NA	"Youngblood"	"5 Seconds of Summer"	84	NA	"Youngblood (Deluxe)"	"2018-06-15"	"Electropop"	NA	"pop"	"electropop"	0.596	0.636	0.854	7	-5.114	"minor"	0.463	0.0169	0	0.124	0.152	120.274	203418
NA	"Falling"	"Trevor Daniel"	97	NA	"Falling"	"2018-10-05"	"Electropop"	NA	"pop"	"electropop"	0.784	0.636	0.43	10	-8.756	"minor"	0.0364	0.123	0	0.0887	0.236	127.087	159382
NA	"Hold On"	"French 79"	43	NA	"Joshua"	"2019-11-08"	"Electropop And Play"	NA	"pop"	"electropop"	0.54	0.614	0.812	5	-8.336	"major"	0.0373	0.00436	0.954	0.11	0.0578	120.006	256008
NA	"Delorean Dynamite"	"Todd Terje"	48	NA	"Its Album Time"	"2014-04-07"	"Electropop And Play"	NA	"pop"	"electropop"	0.634	0.614	0.858	1	-11.661	"major"	0.0417	0.0125	0.84	0.0984	0.237	123.991	405933
NA	"Office Politics"	"The Divine Comedy"	31	NA	"Office Politics"	"2019-06-07"	"Electropop And Play"	NA	"pop"	"electropop"	0.667	0.614	0.592	6	-9.679	"minor"	0.0486	0.00155	0.00712	0.18	0.814	89.997	242080
NA	"The Long Run"	"Llewellyn"	14	NA	"The Other Side Of You"	"09-08"	"Electropop And Play"	NA	"pop"	"electropop"	0.757	0.614	0.835	10	-7.92	"minor"	0.0399	0.0158	0.889	0.103	0.551	124.989	464644
NA	"Swing Tree"	"Discovery"	45	NA	"LP"	"2009-07-06"	"Electropop And Play"	NA	"pop"	"electropop"	0.679	0.614	0.77	5	-7.673	"major"	0.111	0.0417	0.0527	0.124	0.843	184.047	158133
NA	"Million Dollar Doll"	"Britta Phillips"	1	NA	"Luck or Magic"	"2016-04-29"	"Electropop And Play"	NA	"pop"	"electropop"	0.624	0.614	0.733	7	-5.149	"major"	0.0273	0.16	0.529	0.157	0.282	136.012	220667
NA	"La foret"	"Lescop"	41	NA	"Lescop"	"2013-01-14"	"Electropop And Play"	NA	"pop"	"electropop"	0.862	0.614	0.468	7	-5.697	"major"	0.0708	0.00456	0.714	0.0884	0.737	132.03	284508
NA	"Lake Zurich"	"Gorillaz"	38	NA	"Lake Zurich"	"2018-05-31"	"Electropop And Play"	NA	"pop"	"electropop"	0.618	0.614	0.886	2	-6.099	"major"	0.033	0.000108	0.881	0.0821	0.779	115.082	253627
NA	"Quiet Life"	"Japan"	14	NA	"In Vogue"	"1996-09-27"	"Electropop And Play"	NA	"pop"	"electropop"	0.663	0.614	0.669	4	-12.442	"minor"	0.0332	0.0175	9.84237016411498	0.111	0.834	131.12	289160
NA	"Night Sweats"	"Lloyd Cole"	18	NA	"Guesswork"	"2019-07-26"	"Electropop And Play"	NA	"pop"	"electropop"	0.655	0.614	0.761	8	-6.295	"major"	0.0367	0.207	0.183	0.0818	0.59	90.017	379228
NA	"America Online"	"The Midnight"	7	NA	"America Online"	"2019-05-03"	"Electropop And Play"	NA	"pop"	"electropop"	0.601	0.614	0.609	2	-11.795	"major"	0.0428	0.0108	0.757	0.249	0.0671	101.973	349706
NA	"Denise, Dont Wanna See You Cry"	"Night Moves"	33	NA	"Pennied Days"	"2016-03-25"	"Electropop And Play"	NA	"pop"	"electropop"	0.366	0.614	0.86	8	-4.922	"minor"	0.0415	0.00769	3.21080281394534	0.124	0.286	137.427	229827
NA	"A Dream Away - Remastered"	"The Cars"	14	NA	"Shake It Up (Expanded)"	"1981"	"Electropop And Play"	NA	"pop"	"electropop"	0.648	0.614	0.635	1	-8.91	"major"	0.0319	0.00344	0.373	0.152	0.741	106.063	340200
NA	"I Need a Connection"	"Jane Weaver"	34	NA	"The Amber Light"	"2015-03-30"	"Electropop And Play"	NA	"pop"	"electropop"	0.634	0.614	0.837	2	-11.813	"major"	0.0389	0.0934	0.889	0.166	0.129	129.142	466693
NA	"Cello Song Feat. Jose Gonzales"	"The Books"	42	NA	"Music For A French Elevator And Other Oddities"	"2013-10-15"	"Electropop And Play"	NA	"pop"	"electropop"	0.653	0.614	0.467	1	-12.797	"major"	0.0358	0.607	0.79	0.101	0.493	117.357	234107
NA	"Are Friends Electric?"	"Gary Numan"	29	NA	"Replicas Redux"	"2008-03-04"	"Electropop And Play"	NA	"pop"	"electropop"	0.425	0.614	0.752	5	-9.841	"major"	0.0382	0.0314	0.265	0.148	0.417	94.131	325200
NA	"Get The Balance Right! - Combination Mix"	"Depeche Mode"	24	NA	"Construction Time Again (2007 Remastered Edition)"	"1983-09-14"	"Electropop And Play"	NA	"pop"	"electropop"	0.845	0.614	0.574	10	-10.973	"major"	0.0357	0.0206	0.554	0.0645	0.908	129.395	478208
NA	"Alles"	"COMPUTER DATA"	45	NA	"Alles"	"2019-06-07"	"Electropop And Play"	NA	"pop"	"electropop"	0.809	0.614	0.685	4	-10.194	"minor"	0.0864	0.0842	0.918	0.0641	0.231	123.498	439190
NA	"Wave"	"The Midnight"	45	NA	"Kids"	"2018-09-21"	"Electropop And Play"	NA	"pop"	"electropop"	0.579	0.614	0.713	11	-9.434	"major"	0.0583	0.00669	0.000166	0.0808	0.143	113.031	271531
NA	"Let Me Go"	"Heaven 17"	44	NA	"The Luxury Gap (Deluxe Version)"	"1982"	"Electropop And Play"	NA	"pop"	"electropop"	0.718	0.614	0.783	10	-7.189	"minor"	0.0408	0.0483	0.00124	0.387	0.504	106.671	262507
NA	"Recto Verso"	"Paradis"	50	NA	"Recto Verso"	"2016-09-23"	"Electropop And Play"	NA	"pop"	"electropop"	0.746	0.614	0.668	9	-8.845	"minor"	0.0394	0.0111	0.362	0.119	0.625	126.007	383933
NA	"Blue Girl"	"Chromatics"	38	NA	"Blue Girl"	"2018-06-12"	"Electropop And Play"	NA	"pop"	"electropop"	0.616	0.614	0.6	9	-8.196	"minor"	0.0235	0.0119	0.966	0.141	0.671	107.001	256120
NA	"In The Face Of Evil"	"Magic Sword"	56	NA	"Volume 1"	"2015-01-09"	"Electropop And Play"	NA	"pop"	"electropop"	0.296	0.614	0.764	11	-4.499	"minor"	0.0315	0.011	0.0724	0.158	0.144	143.89	409000
NA	"Journal of Ardency"	"Class Actress"	10	NA	"Journal of Ardency"	"2010-02-09"	"Electropop And Play"	NA	"pop"	"electropop"	0.684	0.614	0.697	6	-6.73	"minor"	0.0334	0.0109	0.0908	0.0986	0.761	96.992	225233
NA	"Motorcycle Cop"	"Power Glove"	43	NA	"EP II"	"2015-04-29"	"Electropop And Play"	NA	"pop"	"electropop"	0.78	0.614	0.953	1	-7.636	"major"	0.234	0.437	0.813	0.106	0.415	110.449	265280
NA	"Venq Tolep - Hit Club Version"	"Robag Wruhme"	20	NA	"Venq Tolep EP"	"2019-07-05"	"Electropop And Play"	NA	"pop"	"electropop"	0.865	0.614	0.726	0	-12.501	"major"	0.0918	0.0223	0.945	0.0515	0.108	122.008	384599
NA	"Telecommunication"	"A Flock Of Seagulls"	29	NA	"Playlist: The Very Best of A Flock of Seagulls"	"2008-08-19"	"Electropop And Play"	NA	"pop"	"electropop"	0.618	0.614	0.94	2	-5.804	"major"	0.0495	0.000734	0.00217	0.399	0.96	155.949	151707
NA	"Midnight Drivn"	"Luscious-235"	7	NA	"End.Game."	"2019-01-01"	"Electropop And Play"	NA	"pop"	"electropop"	0.665	0.614	0.6	11	-7.396	"minor"	0.0344	0.0103	0.455	0.0928	0.595	102.002	247920
NA	"Milk Run"	"Mitch Murder"	0	NA	"Current Events"	"2011-10-28"	"Electropop And Play"	NA	"pop"	"electropop"	0.752	0.614	0.534	0	-13.755	"major"	0.0375	0.00623	0.92	0.114	0.717	121.023	122479
NA	"Tilted"	"Christine and the Queens"	54	NA	"Christine and the Queens"	"2015-06-05"	"Electropop And Play"	NA	"pop"	"electropop"	0.872	0.614	0.361	7	-9.88	"major"	0.0609	0.283	0.00262	0.108	0.489	100.001	233247
NA	"Pleasure"	"Baxter Dury"	16	NA	"Its a Pleasure"	"2014-10-21"	"Electropop And Play"	NA	"pop"	"electropop"	0.62	0.614	0.678	7	-7.553	"major"	0.0364	0.063	0.854	0.233	0.719	159.172	142225
NA	"Le perv"	"Carpenter Brut"	0	NA	"TRILOGY"	"06-28"	"Electropop And Play"	NA	"pop"	"electropop"	0.524	0.614	0.913	5	-3.898	"major"	0.0513	9.94e-06	0.867	0.665	0.343	120.076	256000
NA	"Corrupted by Design"	"Perturbator"	40	NA	"New Model"	"09-05"	"Electropop And Play"	NA	"pop"	"electropop"	0.37	0.614	0.792	7	-6.632	"major"	0.0396	0.0362	0.939	0.0931	0.0353	125.035	286784
NA	"Real Thing"	"Stars"	14	NA	"Real Thing"	"08-25"	"Electropop And Play"	NA	"pop"	"electropop"	0.611	0.614	0.751	11	-5.392	"minor"	0.0407	0.00616	0.000582	0.135	0.544	121.032	214160
NA	"Futureland"	"Sonic Mayhem"	47	NA	"Doomsday"	"2015-07-17"	"Electropop And Play"	NA	"pop"	"electropop"	0.513	0.614	0.56	10	-11.365	"minor"	0.0358	0.000918	0.823	0.126	0.0379	85.017	363707
NA	"Tail Lights"	"Makeup And Vanity Set"	1	NA	"Atlanta Monster (Original Soundtrack)"	"2018-07-13"	"Electropop And Play"	NA	"pop"	"electropop"	0.814	0.614	0.0948	8	-12.731	"major"	0.0598	0.635	0.948	0.109	0.0391	122.016	96000
NA	"Dust"	"M|O|O|N"	56	NA	"Particles"	"2012-09-01"	"Electropop And Play"	NA	"pop"	"electropop"	0.418	0.614	0.66	2	-7.959	"minor"	0.0447	0.0106	8.28880348596722	0.0727	0.245	100.007	302400
